Id,SalePrice
1461,109481.54393294714
1462,168877.83317980243
1463,177780.07449106465
1464,195228.5176047906
1465,228676.1596372062
1466,167037.45966748113
1467,186083.4775925689
1468,153409.7120143765
1469,204789.507739082
1470,111457.12930712996
1471,179499.25074760622
1472,113691.7997054091
1473,95548.82424487169
1474,140972.57863150758
1475,95047.38534903139
1476,339292.599272658
1477,263657.32362114213
1478,323247.0464335864
1479,306106.52618951123
1480,475982.3740403022
1481,334929.33979058615
1482,239897.38207439525
1483,178704.3298868037
1484,164156.0892677351
1485,178878.76424433693
1486,196076.18753479503
1487,327864.9194458427
1488,230239.38112244324
1489,203603.32191004037
1490,230407.30373654407
1491,185290.69248007025
1492,97115.5953259373
1493,242293.6748105258
1494,324642.98169272905
1495,287775.25122200494
1496,234416.1667208034
1497,178023.88633177348
1498,183977.94407548252
1499,172896.75643667896
1500,160526.08256843092
1501,200514.3887450518
1502,146536.0712896974
1503,248982.14011009666
1504,236926.0736856181
1505,228886.69145732129
1506,202220.95718804907
1507,238807.0929443665
1508,185909.71854320518
1509,149879.47026125735
1510,137063.36694027967
1511,143678.53833464198
1512,164181.69912691897
1513,149605.31223428305
1514,164687.72041623126
1515,197891.49498465253
1516,165589.94396077312
1517,169659.62707721358
1518,134820.69594810304
1519,199789.31264610126
1520,125111.67015810948
1521,125663.26957498593
1522,182926.86189032748
1523,110006.1914667386
1524,106858.60341487391
1525,116336.05070879556
1526,80152.74453480505
1527,101651.1800682759
1528,141339.29223721562
1529,137089.8706655622
1530,174923.89786442503
1531,168936.0172020752
1532,93031.54505358524
1533,162417.63702918065
1534,97401.57241278313
1535,157634.32229619756
1536,111217.99896859756
1537,48858.505051777625
1538,172457.75092085975
1539,199202.30729616282
1540,102879.46837420632
1541,111260.81683713292
1542,142125.33045236554
1543,184421.75140127452
1544,82575.2719403146
1545,114031.7480704681
1546,141343.21616817487
1547,146391.82339987028
1548,136499.60682560698
1549,114437.21921201555
1550,138557.06527099223
1551,104604.55488579335
1552,143019.9384216517
1553,155871.96406699056
1554,115689.94017177021
1555,174532.20514472635
1556,72029.2956466377
1557,101494.00135049233
1558,91013.70467104322
1559,107674.58318460782
1560,152204.53813962528
1561,138608.69051136303
1562,139981.51143963562
1563,121069.56008509146
1564,167705.73090425375
1565,170747.633922237
1566,247715.44032452407
1567,74954.1561704611
1568,230345.35270865328
1569,120707.0040283758
1570,140614.8882546116
1571,106448.39007915877
1572,144781.50204372482
1573,230463.0698605713
1574,134073.22131028434
1575,261092.682231064
1576,249523.6148278314
1577,189776.24346531805
1578,149471.3270789725
1579,154250.86367695854
1580,171758.77501769603
1581,182191.24527109024
1582,131250.6969905845
1583,267625.5979213966
1584,221592.41100927597
1585,150018.07054421678
1586,53603.600341920646
1587,107080.13944638443
1588,152294.02601757864
1589,84796.39834619235
1590,132042.6129811385
1591,116489.89104300091
1592,127264.74730559434
1593,116427.19205831422
1594,155260.3795829049
1595,124590.10257723421
1596,264885.280156808
1597,214979.95775963616
1598,180916.23772887915
1599,195798.1482641829
