Id,SalePrice
1461,156740.99162588615
1462,193370.71459177718
1463,201582.7106194708
1464,226567.75263646766
1465,191078.31686727662
1466,190553.44488754516
1467,204019.866756756
1468,175852.459772838
1469,212993.86813172477
1470,125602.25502294373
1471,203824.93162628447
1472,138532.05263974328
1473,121794.46517696138
1474,168217.9482193824
1475,117282.9328950615
1476,385328.91036642645
1477,312037.43900186283
1478,340959.8142009165
1479,338230.719763402
1480,450569.36840611754
1481,344812.27240204107
1482,272274.7523241077
1483,217691.5568616287
1484,192596.32223859377
1485,229367.40924569507
1486,211526.24532163746
1487,359212.22989279305
1488,238030.81712649585
1489,203531.4710018876
1490,230129.63568096634
1491,242052.4486453408
1492,115783.55147379146
1493,258347.9978568101
1494,362186.1403544022
1495,328908.2578108575
1496,223956.9640779422
1497,167544.2969095125
1498,196732.1036511192
1499,185306.04476985347
1500,171548.71978433125
1501,209410.85284251336
1502,164087.3986931424
1503,283120.2729562399
1504,255057.00722482067
1505,231902.20390504765
1506,225033.57455197058
1507,269663.2603553118
1508,243080.31278177447
1509,191275.37422664408
1510,161808.7501811026
1511,171441.40797904535
1512,198722.3331417056
1513,200698.20714792408
1514,217135.70138724137
1515,204562.56457371285
1516,219530.38686027203
1517,217751.62288051168
1518,171267.94913364208
1519,245630.61052658854
1520,143419.08164470384
1521,145759.16899647264
1522,192211.92591106455
1523,112077.26660083153
1524,131587.38036524877
1525,143676.54047321365
1526,144518.75104788344
1527,112225.6713520687
1528,179414.4496888408
1529,146360.22839477845
1530,236357.28967164998
1531,174360.54036364323
1532,98536.29604917478
1533,177704.19873484052
1534,134058.51647382582
1535,199590.51589990393
1536,139947.45428660884
1537,52610.61327605544
1538,231123.06940891236
1539,229176.1871778494
1540,149396.99039095402
1541,169206.47427627895
1542,153490.02790376727
1543,214799.6576375536
1544,102018.08241237028
1545,143645.21851398973
1546,142150.86603965258
1547,174206.39820788841
1548,161365.27345463526
1549,136549.9416916536
1550,135894.3961279664
1551,117617.2736839402
1552,170824.47962899064
1553,192108.27760095874
1554,139999.03398797402
1555,202013.5927711641
1556,93993.16362990472
1557,116998.69541061317
1558,101882.22530381763
1559,74808.0338394792
1560,172336.3381949836
1561,146132.75622109463
1562,161064.4467969797
1563,124497.87089922327
1564,161897.82275405433
1565,185479.32270247387
1566,265190.1473283616
1567,78436.79145018478
1568,274854.89424109395
1569,167599.07170540284
1570,197036.05649898693
1571,141342.72058598348
1572,166080.27099440218
1573,271843.00512623
1574,140910.05822459617
1575,240087.00031232878
1576,289022.7246675861
1577,214413.06714085423
1578,183182.46735406987
1579,164250.8401764518
1580,214125.24575765338
1581,217466.49942990276
1582,145377.75696888473
1583,288601.5804321344
1584,249663.71667793472
1585,161877.6042339052
1586,87138.19180296364
1587,145279.42989514006
1588,186289.18974308966
1589,114678.43706081875
1590,154067.40455228387
1591,78203.70806718116
1592,114063.07738490349
1593,126819.26802782629
1594,163730.2704820983
1595,103327.50748439286
1596,244947.85898917113
1597,260956.95503172957
1598,254810.17647126416
1599,195848.08808348843
1600,194272.3239993493
1601,68709.91896197069
1602,154030.0560480217
1603,77139.32730878497
1604,243356.95550002067
1605,263966.03911917465
1606,210560.36183935622
1607,242829.41413625315
1608,240041.31746492774
1609,207447.63984327205
1610,171780.8545352707
1611,178659.2433226434
1612,200208.74349914453
1613,193886.68222397362
1614,145908.34726387658
1615,101415.35656456274
1616,60167.18711678559
1617,103185.49618052698
1618,154428.21828791816
1619,206831.92033471918
1620,192243.0584599755
1621,161454.970009376
1622,192808.6286824335
1623,265820.7224277059
1624,253847.942499125
1625,140582.2552066921
1626,192804.184511532
1627,203563.12603272148
1628,298492.45903592726
1629,199741.49113014896
1630,285902.03729405324
1631,207926.0579955843
1632,229478.90724134335
1633,202899.20446452158
1634,197226.28083980872
1635,201658.88345261876
1636,167066.96000746524
1637,216811.56400614858
1638,258454.91989027557
1639,203785.51305063267
1640,293508.7557023509
1641,196553.30247755474
1642,249245.716358352
1643,230625.01644524958
1644,260887.1541567762
1645,226641.64228217985
1646,184040.76087110428
1647,173638.97073499524
1648,151219.8486582872
1649,170787.76505396143
1650,135554.59943880438
1651,151854.9059483895
1652,124817.32815622323
1653,129380.40721966067
1654,160544.60003621093
1655,131664.7764139498
1656,148373.73272251405
1657,162730.86235150608
1658,154789.52436751575
1659,137940.67777515083
1660,174363.70697123455
1661,423877.2554858661
1662,376243.0772534341
1663,378191.2462029578
1664,429781.34481439035
1665,337930.6808530638
1666,348976.0421164396
1667,424576.2333305469
1668,372999.0770390117
1669,332718.998781908
1670,351346.09696889325
1671,313548.31394935073
1672,411282.3995426614
1673,344066.14826898446
1674,291514.4833173224
1675,254771.8219810408
1676,245819.08752822038
1677,274411.9955858606
1678,440623.41636658355
1679,378706.33498621936
1680,333105.4258038543
1681,286346.716050773
1682,354920.45439402177
1683,232435.38883923975
1684,220623.76901937983
1685,198407.33706216686
1686,182153.1567345521
1687,194027.53160560393
1688,212098.4704019792
1689,221322.4612349945
1690,226432.03206938447
1691,213101.05759759736
1692,272753.7528232362
1693,218326.66851724332
1694,192681.32984948382
1695,177696.1119939017
1696,288616.46654965973
1697,184786.75702957885
1698,381221.1020988785
1699,358090.4964534298
1700,318511.3035912143
1701,344101.32683031325
1702,275479.8470913926
1703,255225.1008950067
1704,286062.4270144335
1705,271325.83012918197
1706,366209.59688582446
1707,221090.60686709604
1708,224034.95793098374
1709,289983.2356746694
1710,246352.13067794318
1711,292654.5941773143
1712,266337.67382720753
1713,275102.0104175425
1714,243880.6326552569
1715,223875.25712283846
1716,208058.56136293057
1717,205582.98119537052
1718,134567.17220500478
1719,241726.3151759797
1720,257543.05115750871
1721,211729.27411471773
1722,152307.8974736367
1723,195847.73675446652
